name,purpose,github,languages,start,end
Data Informed Resumes,Automated resume creation based on position using a table centric approach.,https://github.com/byuidatascience/quarto_resumes,"Python (Polars, Streamlit, GT), JS (React), SQL",2024-01-01,2024-04-01
